"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio P-Value: (head) / (body)"	"Abundance Ratio P-Value: (mucus) / (body)"	"Abundance Ratio P-Value: (pharynx) / (body)"	"Abundance Ratio P-Value: (mucus) / (head)"	"Abundance Ratio P-Value: (pharynx) / (head)"	"Abundance Ratio P-Value: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Abundances (Normalized): F2: Sample, body, 2"	"Abundances (Normalized): F6: Sample, body, 6"	"Abundances (Normalized): F10: Sample, body, 10"	"Abundances (Normalized): F1: Sample, head, 1"	"Abundances (Normalized): F5: Sample, head, 5"	"Abundances (Normalized): F9: Sample, head, 9"	"Abundances (Normalized): F4: Sample, mucus, 4"	"Abundances (Normalized): F8: Sample, mucus, 8"	"Abundances (Normalized): F12: Sample, mucus, 12"	"Abundances (Normalized): F3: Sample, pharynx, 3"	"Abundances (Normalized): F7: Sample, pharynx, 7"	"Abundances (Normalized): F11: Sample, pharynx, 11"	"Found in Sample: [S2] F2: Sample, body, 2"	"Found in Sample: [S6] F6: Sample, body, 6"	"Found in Sample: [S10] F10: Sample, body, 10"	"Found in Sample: [S1] F1: Sample, head, 1"	"Found in Sample: [S5] F5: Sample, head, 5"	"Found in Sample: [S9] F9: Sample, head, 9"	"Found in Sample: [S4] F4: Sample, mucus, 4"	"Found in Sample: [S8] F8: Sample, mucus, 8"	"Found in Sample: [S12] F12: Sample, mucus, 12"	"Found in Sample: [S3] F3: Sample, pharynx, 3"	"Found in Sample: [S7] F7: Sample, pharynx, 7"	"Found in Sample: [S11] F11: Sample, pharynx, 11"	"# Protein Groups"	"Modifications"
"662587757625494916"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11769_c0_g1_i21.p1"	"SMED3_DN11769_c0_g1~~SMED3_DN11769_c0_g1_i21.p1  ORF type:complete len:282 (-),score=80.99 SMED3_DN11769_c0_g1_i21:467-1312(-)"	"0.000"	"20.836"	"20"	"5"	"47"	"5"	"281"	"29.4"	"10.13"	"433"	"5"	""	""	""	""	""	"SMED3_DN11769_c0_g1_i21.p1"	""	""	""	""	"0"	"0.168"	"0.199"	"0.860"	"1.187"	"5.126"	"4.320"	"0.0229588857891075"	"0.0129778700469089"	"0.926271475268166"	"0.972614444445742"	"0.0535642961152416"	"0.0295903664500619"	"0.297688268236263"	"0.080541748802239"	"0.999999999997085"	"0.99999999999253"	"0.616501166116188"	"0.137079972372491"	"15641070.3333333"	"2623611.95490347"	"3113238.08448058"	"13449612.149355"	"37.45"	"86.02"	"33.95"	"31.60"	"15641070.3333333"	"26848353.4071248"	"13876042.552552"	"10006878.4475425"	"2623611.95490347"	"2432144.70327516"	"2551062.48216351"	"3113238.08448058"	"4830714.90223648"	"10627326.2064729"	"19628151.5543441"	"13449612.149355"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2312510177352210690"	"False"	"High"	"IsMasterProtein"	"SMED3_DN207_c2_g1_i2.p1"	"SMED3_DN207_c2_g1~~SMED3_DN207_c2_g1_i2.p1  ORF type:complete len:519 (-),score=112.20 SMED3_DN207_c2_g1_i2:207-1763(-)"	"0.000"	"46.538"	"28"	"12"	"58"	"12"	"518"	"59.2"	"7.90"	"444"	"12"	""	""	""	""	""	"SMED3_DN207_c2_g1_i2.p1"	""	""	""	""	"0"	"2.093"	"0.642"	"0.603"	"0.307"	"0.288"	"0.940"	""	""	""	""	"0.176008794319365"	""	""	""	""	""	"0.951035898923858"	""	"15635812"	"32721575.8268608"	"10033779.9023711"	"9431024.52905516"	""	"24.28"	""	"67.74"	"15635812"	""	""	"21587674.6386593"	"35182815.6161429"	"32721575.8268608"	""	"10033779.9023711"	""	"12808669.1914982"	"9431024.52905516"	"2072823.40666335"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-1012562723716221273"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2884_c0_g2_i1.p1"	"SMED3_DN2884_c0_g2~~SMED3_DN2884_c0_g2_i1.p1  ORF type:complete len:289 (-),score=59.63 SMED3_DN2884_c0_g2_i1:78-944(-)"	"0.000"	"54.610"	"54"	"12"	"93"	"12"	"288"	"31.7"	"5.52"	"753"	"12"	""	""	""	""	""	"SMED3_DN2884_c0_g2_i1.p1"	""	""	""	""	"0"	"3.552"	"2.293"	"2.860"	"0.646"	"0.805"	"1.247"	"0.0106537027512406"	"0.187370561259735"	"0.0702638774035168"	"0.238045762935342"	"0.545449470222823"	"0.893258824726699"	"0.210438087333783"	"0.487064386936245"	"0.999999999997085"	"0.471978028311918"	"1"	"0.99999999940526"	"15622747.6502471"	"55487235.7746932"	"35825484.0696343"	"44680227.803699"	"62.10"	"13.74"	"17.85"	"21.71"	"33208650.6666667"	"9883467.12187711"	"15622747.6502471"	"55487235.7746932"	"53905145.1082925"	"68760628.2509893"	"26323782.1102523"	"37160934.5163551"	"35825484.0696343"	"44680227.803699"	"46723720.610251"	"30525278.5743443"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"5149421310251187665"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5001_c0_g2_i1.p1"	"SMED3_DN5001_c0_g2~~SMED3_DN5001_c0_g2_i1.p1  ORF type:complete len:442 (-),score=99.56 SMED3_DN5001_c0_g2_i1:131-1456(-)"	"0.000"	"13.750"	"11"	"4"	"11"	"4"	"441"	"50.2"	"5.90"	"77"	"4"	""	""	""	""	""	"SMED3_DN5001_c0_g2_i1.p1"	""	""	""	""	"0"	"0.651"	"0.127"	"0.946"	"0.194"	"1.453"	"7.474"	"0.838969571517786"	"0.0251704213688911"	"0.999635933129825"	"0.0804323472312658"	"0.881513274009075"	"0.0287955514560722"	"0.999999996406151"	"0.126754503513251"	"0.999999999997085"	"0.247913162710101"	"1"	"0.136005047593826"	"15596226.5369111"	"10148446.3703833"	"1973544.85926604"	"14750638.7912226"	"21.44"	"43.64"	"100.19"	"18.14"	"16524259.6666667"	"10808485.860938"	"15596226.5369111"	"13527697.7536209"	"5181564.75277684"	"10148446.3703833"	"535923.650997382"	"6042424.27334563"	"1973544.85926604"	"14750638.7912226"	"15062879.1558063"	"10675129.1541287"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-293008056133044357"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12677_c1_g2_i1.p1"	"SMED3_DN12677_c1_g2~~SMED3_DN12677_c1_g2_i1.p1  ORF type:complete len:183 (-),score=26.82 SMED3_DN12677_c1_g2_i1:88-636(-)"	"0.000"	"20.977"	"34"	"6"	"39"	"6"	"182"	"21.1"	"8.40"	"317"	"6"	""	""	""	""	""	"SMED3_DN12677_c1_g2_i1.p1"	""	""	""	""	"0"	"0.685"	"0.884"	"2.160"	"1.291"	"3.155"	"2.445"	"0.998645227280698"	""	"0.734963200292469"	""	"0.654268698839322"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"15581682.2804882"	"10667598.166033"	"13768102.7393484"	"33659701.6542455"	"112.28"	"95.19"	""	"52.86"	"62772300"	"15581682.2804882"	"4411930.29093406"	"40654439.1925894"	"10667598.166033"	"6934242.86224366"	""	"13768102.7393484"	""	"65151923.043617"	"33659701.6542455"	"23788483.0874665"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"5281412676507365007"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2743_c3_g1_i1.p1"	"SMED3_DN2743_c3_g1~~SMED3_DN2743_c3_g1_i1.p1  ORF type:complete len:161 (+),score=33.68 SMED3_DN2743_c3_g1_i1:46-483(+)"	"0.000"	"13.908"	"30"	"4"	"35"	"1"	"145"	"16.5"	"8.54"	"324"	"4"	""	""	""	""	""	"SMED3_DN2743_c3_g1_i1.p1"	""	""	""	""	"0"	"0.972"	"0.282"	"0.463"	"0.290"	"0.476"	"1.640"	"0.994494517616859"	""	"0.777437378555101"	""	"0.649285803091556"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"15547853"	"15109313.0175744"	"4385964.79743532"	"7194867.80566117"	"55.50"	"50.81"	""	"79.50"	"15547853"	"29700434.7978711"	"9897183.80233202"	"13455018.7422788"	"15109313.0175744"	"31987964.0741492"	""	"4385964.79743532"	""	"7194867.80566117"	"6490871.92401089"	"24241741.1333492"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"1204528560286525297"	"False"	"High"	"IsMasterProtein"	"SMED3_DN135004_c0_g1_i1.p1"	"SMED3_DN135004_c0_g1~~SMED3_DN135004_c0_g1_i1.p1  ORF type:complete len:311 (-),score=73.08 SMED3_DN135004_c0_g1_i1:87-1019(-)"	"0.000"	"44.451"	"46"	"11"	"87"	"10"	"310"	"36.3"	"4.53"	"825"	"11"	""	""	""	""	""	"SMED3_DN135004_c0_g1_i1.p1"	""	""	""	""	"0"	"2.296"	"0.042"	"1.781"	"0.018"	"0.776"	"42.218"	"0.517800764199331"	"0.0596695042448966"	"0.71710352773842"	"0.00858681435449316"	"0.982868582828643"	"0.0137298362689707"	"0.993054783052476"	"0.220189091587993"	"0.999999999997085"	"0.0603284857040458"	"1"	"0.0832981698326676"	"15544279.7131407"	"35685632.3955894"	"655607.847954937"	"27678589.4700637"	"72.51"	"30.94"	"128.70"	"28.15"	"3540710.16666667"	"15544279.7131407"	"24579884.7699968"	"20281413.5393074"	"38243060.1645062"	"35685632.3955894"	"655607.847954937"	"5762714.18833225"	"536529.591914675"	"16350736.2156999"	"28566521.983277"	"27678589.4700637"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-2704035085351235626"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1225_c0_g1_i2.p1"	"SMED3_DN1225_c0_g1~~SMED3_DN1225_c0_g1_i2.p1  ORF type:complete len:166 (-),score=25.89 SMED3_DN1225_c0_g1_i2:353-850(-)"	"0.000"	"8.896"	"13"	"2"	"34"	"2"	"165"	"18.7"	"6.32"	"341"	"2"	""	""	""	""	""	"SMED3_DN1225_c0_g1_i2.p1"	""	""	""	""	"0"	"1.220"	"0.487"	"1.274"	"0.400"	"1.045"	"2.614"	"0.999809861259597"	"0.107399729018245"	"0.986352945434417"	"0.119927335357668"	"0.974950526779264"	"0.0671544347340041"	"0.999999996406151"	"0.328974403604951"	"0.999999999997085"	"0.312680010645007"	"1"	"0.237690635551601"	"15498458.342146"	"18902580.1014304"	"7555313.01264888"	"19749584.9893982"	"46.10"	"28.39"	"22.39"	"52.94"	"30421409"	"15498458.342146"	"13735878.0814952"	"18902580.1014304"	"13297656.2478224"	"23912326.4883047"	"6724287.49430133"	"10224156.6298512"	"7555313.01264888"	"36006978.2582356"	"19749584.9893982"	"12487184.5937325"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8697216680480655606"	"False"	"High"	"IsMasterProtein"	"SMED3_DN44668_c0_g1_i2.p1"	"SMED3_DN44668_c0_g1~~SMED3_DN44668_c0_g1_i2.p1  ORF type:complete len:359 (-),score=84.44 SMED3_DN44668_c0_g1_i2:1139-2215(-)"	"0.000"	"41.755"	"34"	"9"	"84"	"9"	"358"	"40.7"	"5.01"	"748"	"9"	""	""	""	""	""	"SMED3_DN44668_c0_g1_i2.p1"	""	""	""	""	"0"	"2.819"	"1.433"	"1.698"	"0.508"	"0.602"	"1.184"	"0.0023993338425099"	"0.368621586394959"	"0.128968104623287"	"0.0211860531368205"	"0.064261688528829"	"0.853820696336433"	"0.106820566333446"	"0.777783636958892"	"0.999999999997085"	"0.101618252900532"	"0.661904029473821"	"0.99999999940526"	"15495039.662778"	"43685501.5338023"	"22210836.4019913"	"26307646.5379346"	"35.14"	"17.45"	"7.43"	"18.41"	"22483102.6666667"	"11085399.7497962"	"15495039.662778"	"35956685.1417144"	"43685501.5338023"	"51174748.902088"	"19727173.5637173"	"22718318.8814389"	"22210836.4019913"	"26307646.5379346"	"29138449.4016541"	"20078257.6339327"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"706735907352341648"	"False"	"High"	"IsMasterProtein"	"SMED3_DN13096_c0_g2_i7.p1"	"SMED3_DN13096_c0_g2~~SMED3_DN13096_c0_g2_i7.p1  ORF type:complete len:178 (-),score=44.83 SMED3_DN13096_c0_g2_i7:122-655(-)"	"0.000"	"23.659"	"41"	"7"	"36"	"7"	"177"	"19.9"	"5.96"	"299"	"7"	""	""	""	""	""	"SMED3_DN13096_c0_g2_i7.p1"	""	""	""	""	"0"	"0.354"	"0.109"	"1.616"	"0.308"	"4.562"	"14.795"	"0.0343777485877939"	"0.000137265758303307"	"0.36606183553081"	"0.00480926033800466"	"0.00359786488478442"	"3.47420715295366E-05"	"0.353494273493093"	"0.00438915632038134"	"0.999999999997085"	"0.0434514188609771"	"0.218532499052284"	"0.00308424512558131"	"15493332.966609"	"5487815.87839087"	"1692229.65329853"	"25035751.4441603"	"5.69"	"55.17"	"34.69"	"16.17"	"15261759.5"	"16931998.3750683"	"15493332.966609"	"10847840.873748"	"5487815.87839087"	"3759781.66370077"	"1692229.65329853"	"2110928.50634868"	"1008598.94470044"	"22244293.1112447"	"30486094.90554"	"25035751.4441603"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-8616308139341888703"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1769_c0_g1_i10.p1"	"SMED3_DN1769_c0_g1~~SMED3_DN1769_c0_g1_i10.p1  ORF type:complete len:990 (-),score=146.90 SMED3_DN1769_c0_g1_i10:130-3099(-)"	"0.000"	"36.769"	"12"	"10"	"52"	"10"	"989"	"111.5"	"7.74"	"426"	"10"	""	""	""	""	""	"SMED3_DN1769_c0_g1_i10.p1"	""	""	""	""	"0"	"1.598"	"1.005"	"1.133"	"0.629"	"0.709"	"1.127"	"0.928280864148025"	"0.999954509064322"	""	"0.925368785884552"	""	""	"0.999999996406151"	"0.99999999991784"	""	"0.99999999999253"	""	""	"15451453.3311924"	"24692917.4235662"	"15527215.9759935"	"17500991.7544792"	"113.27"	"4.17"	"15.98"	""	""	"46474060.5720127"	"5137218.63567464"	""	"23974423.3064803"	"25432944.229455"	"13895957.3609097"	"18944560.4659012"	"15527215.9759935"	""	""	"17500991.7544792"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"1"	""
"9185588707605738151"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2711_c1_g1_i1.p1"	"SMED3_DN2711_c1_g1~~SMED3_DN2711_c1_g1_i1.p1  ORF type:complete len:107 (-),score=3.43 SMED3_DN2711_c1_g1_i1:122-442(-)"	"0.000"	"4.265"	"13"	"1"	"2"	"1"	"106"	"12.4"	"9.19"	"30"	"1"	""	""	""	""	""	"SMED3_DN2711_c1_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"0.967"	"0.776"	"100.000"	"100.000"	"0.803"	""	""	""	""	""	""	""	""	""	""	""	""	"15395680"	""	"14891358.0828428"	"11952565.9366974"	""	""	""	""	"15395680"	""	""	""	""	""	""	"14891358.0828428"	""	"11952565.9366974"	""	""	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-674145097313213312"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12860_c0_g1_i4.p1"	"SMED3_DN12860_c0_g1~~SMED3_DN12860_c0_g1_i4.p1  ORF type:complete len:144 (-),score=23.63 SMED3_DN12860_c0_g1_i4:301-732(-)"	"0.000"	"20.076"	"45"	"5"	"29"	"5"	"143"	"16.5"	"5.15"	"288"	"5"	""	""	""	""	""	"SMED3_DN12860_c0_g1_i4.p1"	""	""	""	""	"0"	"0.136"	"0.782"	"0.091"	"5.739"	"0.670"	"0.117"	""	""	""	"0.322526679890304"	"0.999963608444966"	"0.339334450859901"	""	""	""	"0.575901029833937"	"1"	"0.680232654949571"	"15376095"	"2093862.35904908"	"12017247.8867312"	"1403039.02103807"	""	"111.41"	"43.57"	"141.46"	"15376095"	""	""	"8463421.8541858"	"2093862.35904908"	"643893.087036499"	"12017247.8867312"	"23635248.8944615"	"11531378.0348073"	"14576505.8008153"	"1403039.02103807"	"638164.771253326"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	"Acetyl [N-Term]"
"-2675672105433418549"	"False"	"High"	"IsMasterProtein"	"SMED3_DN41924_c0_g2_i1.p1"	"SMED3_DN41924_c0_g2~~SMED3_DN41924_c0_g2_i1.p1  ORF type:complete len:218 (-),score=39.15 SMED3_DN41924_c0_g2_i1:43-696(-)"	"0.000"	"54.010"	"43"	"8"	"131"	"1"	"217"	"24.5"	"9.88"	"1240"	"8"	""	""	""	""	""	"SMED3_DN41924_c0_g2_i1.p1"	""	""	""	""	"0"	"1.021"	"0.010"	"1.131"	"0.010"	"1.108"	"100.000"	""	""	"0.979450439355376"	""	""	""	""	""	"0.999999999997085"	""	""	""	"15352016.5376996"	"15671027.4168619"	""	"17369043.5336313"	"78.93"	""	""	"8.12"	"28828806"	""	"8175309.50722698"	""	"15671027.4168619"	""	""	""	""	"16399310.8076993"	"18396119.0083392"	""	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"2126308760653043250"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10548_c0_g1_i1.p1"	"SMED3_DN10548_c0_g1~~SMED3_DN10548_c0_g1_i1.p1  ORF type:complete len:120 (-),score=18.14 SMED3_DN10548_c0_g1_i1:169-528(-)"	"0.000"	"14.730"	"20"	"2"	"40"	"2"	"119"	"13.8"	"10.65"	"422"	"2"	""	""	""	""	""	"SMED3_DN10548_c0_g1_i1.p1"	""	""	""	""	"0"	"1.250"	"3.538"	"0.735"	"2.831"	"0.588"	"0.208"	"0.696556553643219"	"0.13191575403319"	"0.99766883697195"	"0.528436271314052"	"0.793879861522149"	"0.169698844784855"	"0.999999996406151"	"0.385867131630257"	"0.999999999997085"	"0.77484617830881"	"1"	"0.437875463672028"	"15338101.4658535"	"19168816.9392741"	"54264305.1577504"	"11275964.2313228"	"48.76"	"106.38"	"15.35"	"80.36"	"6069211.25"	"15338101.4658535"	"18607417.8868423"	"19168816.9392741"	"8722197.31549539"	"78917053.6383443"	"54264305.1577504"	"49017530.8497382"	"65935088.7258988"	"6752723.04042824"	"31796015.9001453"	"11275964.2313228"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8420404978180770639"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4483_c1_g1_i4.p1"	"SMED3_DN4483_c1_g1~~SMED3_DN4483_c1_g1_i4.p1  ORF type:complete len:216 (-),score=39.28 SMED3_DN4483_c1_g1_i4:91-738(-)"	"0.000"	"4.135"	"6"	"1"	"12"	"1"	"215"	"23.7"	"4.70"	"73"	"1"	"other biological processes"	"other membranes"	""	"Pf00452"	""	"SMED3_DN4483_c1_g1_i4.p1"	""	""	""	""	"0"	"1.227"	"0.331"	"1.310"	"0.269"	"1.068"	"3.963"	"0.560003413121964"	""	"0.871115417072452"	""	"0.925217258531536"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"15322758.5751391"	"18803903.3377097"	"5066499.3269644"	"20078627.408728"	"24.17"	"14.01"	""	"26.29"	"18951530"	"11566399.0367997"	"15322758.5751391"	"18803903.3377097"	"22606882.8301545"	"17287217.0997178"	""	"5066499.3269644"	""	"20826160.2667178"	"20078627.408728"	"12388616.3130336"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-7813439868225362304"	"False"	"High"	"IsMasterProtein"	"SMED3_DN18261_c4_g1_i1.p1"	"SMED3_DN18261_c4_g1~~SMED3_DN18261_c4_g1_i1.p1  ORF type:complete len:449 (+),score=77.57 SMED3_DN18261_c4_g1_i1:52-1347(+)"	"0.000"	"55.929"	"36"	"11"	"113"	"11"	"431"	"47.7"	"8.85"	"1232"	"11"	""	""	""	""	""	"SMED3_DN18261_c4_g1_i1.p1"	""	""	""	""	"0"	"1.804"	"0.175"	"1.582"	"0.097"	"0.877"	"9.016"	"0.983265335899427"	"0.62080573114128"	"0.983681830330227"	"0.453502807921994"	"0.999999988033391"	"0.454861133834923"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.713078471811694"	"1"	"0.795662590979629"	"15305670.478628"	"27612210.4251941"	"2685444.34102555"	"24212856.5439448"	"144.54"	"51.50"	"135.49"	"29.98"	"136052768"	"1956192.33669054"	"15305670.478628"	"13668224.3131676"	"27612210.4251941"	"42392615.5349709"	""	"18352362.0555884"	"392952.759263497"	"34282249.8531339"	"24212856.5439448"	"19045499.9124588"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3146118163397393688"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1446_c0_g3_i1.p1"	"SMED3_DN1446_c0_g3~~SMED3_DN1446_c0_g3_i1.p1  ORF type:complete len:172 (-),score=23.70 SMED3_DN1446_c0_g3_i1:395-910(-)"	"0.000"	"61.185"	"46"	"8"	"922"	"3"	"171"	"20.0"	"9.63"	"8767"	"8"	""	""	""	""	""	"SMED3_DN1446_c0_g3_i1.p1"	""	""	""	""	"0"	"0.205"	"0.010"	"1.089"	"0.017"	"5.320"	"100.000"	"0.254507066865808"	""	"0.895904435323818"	""	"0.129583148941877"	""	"0.795398675005669"	""	"0.999999999997085"	""	"0.885812423336157"	""	"15278379.6882425"	"3127929.78398562"	"52511.7577233762"	"16639550.3722335"	"49.63"	"105.20"	""	"47.81"	"22604175.78125"	"7568186.96338155"	"15278379.6882425"	"8161783.25068812"	"1198750.86522537"	""	""	"52511.7577233762"	""	"35072178.9376231"	"16086778.2983164"	"16639550.3722335"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"5376166951635752118"	"False"	"High"	"IsMasterProtein"	"SMED3_DN105903_c0_g1_i1.p1"	"SMED3_DN105903_c0_g1~~SMED3_DN105903_c0_g1_i1.p1  ORF type:internal len:139 (-),score=27.85 SMED3_DN105903_c0_g1_i1:2-415(-)"	"0.000"	"61.429"	"59"	"5"	"285"	"2"	"138"	"15.3"	"4.97"	"3319"	"5"	""	""	""	""	""	"SMED3_DN105903_c0_g1_i1.p1"	""	""	""	""	"0"	"3.820"	"0.288"	"2.788"	"0.075"	"0.730"	"9.685"	"0.744107114088336"	"0.319119633282989"	"0.872459951540682"	"0.0800512152758796"	"0.993049402015363"	"0.116092478844874"	"0.999999996406151"	"0.704319594670031"	"0.999999999997085"	"0.24741118613554"	"1"	"0.344946914600549"	"15224394.3869685"	"58154503.9686613"	"4382692.35809008"	"42446294.2486439"	"123.57"	"18.55"	"102.50"	"70.39"	"105419511"	"9771306.13315248"	"15224394.3869685"	"59375216.4152378"	"41742196.2417292"	"58154503.9686613"	"4382692.35809008"	"20089881.0883101"	"3160248.71008279"	"91800424.3504795"	"42446294.2486439"	"20813565.4045754"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-5452863374449621154"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6719_c0_g5_i2.p1"	"SMED3_DN6719_c0_g5~~SMED3_DN6719_c0_g5_i2.p1  ORF type:complete len:146 (-),score=24.52 SMED3_DN6719_c0_g5_i2:439-876(-)"	"0.000"	"12.460"	"21"	"3"	"34"	"3"	"145"	"17.3"	"9.29"	"273"	"3"	""	""	""	""	""	"SMED3_DN6719_c0_g5_i2.p1"	""	""	""	""	"0"	"2.202"	"0.114"	"1.323"	"0.052"	"0.601"	"11.559"	"0.0335921495179268"	""	"0.618763411324524"	""	"0.146718980780796"	""	"0.351737725102544"	""	"0.999999999997085"	""	"0.910371946952028"	""	"15224033.0765162"	"33525646.5649588"	"1742297.63018934"	"20138727.1078143"	"28.33"	"11.79"	""	"28.15"	"21346116.25"	"12301656.947261"	"15224033.0765162"	"37514450.3286471"	"29602381.345121"	"33525646.5649588"	""	"1742297.63018934"	""	"26995792.4734678"	"20138727.1078143"	"15333297.3358861"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"3376193865335017996"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1778_c1_g1_i10.p1"	"SMED3_DN1778_c1_g1~~SMED3_DN1778_c1_g1_i10.p1  ORF type:complete len:618 (-),score=102.17 SMED3_DN1778_c1_g1_i10:137-1990(-)"	"0.000"	"68.695"	"29"	"14"	"92"	"14"	"617"	"71.3"	"6.68"	"466"	"14"	""	""	""	""	""	"SMED3_DN1778_c1_g1_i10.p1"	""	""	""	""	"0"	"1.765"	"0.675"	"0.882"	"0.382"	"0.500"	"1.307"	"0.994405879883273"	""	"0.773969065847044"	""	"0.644882964257484"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"15193646.3117197"	"26817782.1072879"	"10249427.1169902"	"13396368.6376871"	"48.51"	"35.96"	""	"31.16"	"32641945.3333333"	"15193646.3117197"	"14931807.1298986"	"12998414.0139196"	"26817782.1072879"	"26864454.5208884"	""	"10249427.1169902"	""	"19863203.8485762"	"13396368.6376871"	"10977069.0818917"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
