Gene	GO
SMED3_DN108282_c0_g1	GO:0030282,GO:0007189,GO:0002076,GO:0032330,GO:0005634,GO:0005730,GO:0005179,GO:0051428
SMED3_DN10839_c0_g1	GO:0006457,GO:0030968,GO:0005788,GO:0005783,GO:0009986,GO:0003756
SMED3_DN10856_c0_g2	GO:0006886,GO:0006888,GO:0006891,GO:0016236,GO:0005634,GO:0005829,GO:0005635,GO:0005783,GO:1990070,GO:1990071,GO:0005794,GO:1990072,GO:0005515
SMED3_DN108726_c0_g1	GO:0032543,GO:0005739,GO:0005840,GO:0003735
SMED3_DN108748_c0_g1	GO:2000767,GO:0002192,GO:0007472,GO:0005634,GO:0005783,GO:0005737,GO:0008270,GO:0003727,GO:0003729,GO:1905538,GO:0045182
SMED3_DN10877_c0_g2	GO:0031103,GO:0038066,GO:0006468,GO:0050829,GO:0007254,GO:0046688,GO:0048691,GO:0008340,GO:0001934,GO:0042594,GO:0005737,GO:0004709,GO:0030971,GO:0004712,GO:0097110,GO:0046872,GO:0005524,GO:0005080,GO:0106310
SMED3_DN1087_c0_g3	GO:0034314,GO:0006909,GO:0009617,GO:0030838,GO:0006887,GO:0046689,GO:0030041,GO:0030175,GO:0005829,GO:0030027,GO:0061851,GO:0070685,GO:0032195,GO:0005938,GO:0030864,GO:0001891,GO:0005739,GO:0097203,GO:0015629,GO:0031143,GO:0045335,GO:0060187,GO:0005905,GO:0030670,GO:0005885,GO:0051015,GO:0005524
SMED3_DN1087_c0_g5	GO:0006412,GO:0022626,GO:0005739,GO:0042788,GO:0009506,GO:0022625,GO:0003729,GO:0003735
SMED3_DN1087_c0_g6	GO:0002181,GO:0022626,GO:0022625,GO:0003735
SMED3_DN10882_c0_g1	GO:0099509,GO:1900271,GO:0007420,GO:0005634,GO:0005829,GO:0030425,GO:0005737,GO:0045202,GO:0043195,GO:0005509
SMED3_DN10888_c0_g1	GO:0031930,GO:0006627,GO:0017087,GO:0005739,GO:0005743,GO:0005759,GO:0031982,GO:0016491,GO:0004222,GO:0046872
SMED3_DN10888_c0_g2	GO:0031930,GO:0006627,GO:0017087,GO:0005739,GO:0005743,GO:0005759,GO:0031982,GO:0016491,GO:0004222,GO:0046872
SMED3_DN10897_c0_g1	GO:0050790,GO:1902600,GO:0006119,GO:0006123,GO:0005743,GO:0005739,GO:0005751,GO:0016021,GO:0030234,GO:0004129
SMED3_DN1089_c0_g1	GO:0070886,GO:1900244,GO:0007420,GO:0033173,GO:1901386,GO:1901387,GO:1905949,GO:1905665,GO:0006470,GO:0005829,GO:0098793,GO:0005737,GO:0098978,GO:0005955,GO:0033192,GO:0005516,GO:0017018,GO:0046872
SMED3_DN109077_c0_g1	GO:0010508,GO:0051607,GO:0007165,GO:0040008,GO:0006955,GO:0005615,GO:0005576,GO:0005125,GO:0005133
SMED3_DN10911_c0_g1	GO:0010951,GO:0005615,GO:0004867
SMED3_DN109128_c0_g1	GO:0010508,GO:0051607,GO:0007165,GO:0040008,GO:0006955,GO:0005615,GO:0005576,GO:0005125,GO:0005133
SMED3_DN1092_c0_g2	GO:0006611,GO:0006606,GO:0005634,GO:0005829,GO:0005635,GO:0005737,GO:0031267,GO:0005049
SMED3_DN10930_c0_g1	GO:0006564,GO:0005737,GO:0004648,GO:0030170
SMED3_DN10948_c0_g2	GO:0006629,GO:0006574,GO:0005739,GO:0003995,GO:0050660
SMED3_DN1094_c0_g1	GO:0006392,GO:0000373,GO:0006397,GO:0000963,GO:0006417,GO:0006364,GO:0034337,GO:0000372,GO:0005634,GO:0005759,GO:0005739,GO:0005524,GO:0033592,GO:0016887,GO:0003729,GO:0003724
SMED3_DN10952_c0_g1	GO:0090502,GO:0007283,GO:0060213,GO:1990511,GO:0048133,GO:0048132,GO:0000335,GO:0048477,GO:0090309,GO:0007279,GO:0080188,GO:0030718,GO:0016441,GO:0007294,GO:0005829,GO:0032991,GO:0005654,GO:0010369,GO:0070725,GO:0005739,GO:0005737,GO:0005694,GO:0043186,GO:0000792,GO:0043073,GO:0000791,GO:0046872,GO:0034584,GO:0005515,GO:0004521,GO:0031490
SMED3_DN109581_c0_g1	GO:0007030,GO:0005794,GO:0005886,GO:0016021,GO:0008083,GO:0005154
SMED3_DN10994_c0_g1	GO:0048666,GO:0000398,GO:0040011,GO:0002119,GO:0000381,GO:0007638,GO:0048644,GO:0009792,GO:0005634,GO:0071005,GO:0042803
SMED3_DN10_c0_g2	GO:0009651,GO:0010501,GO:0032508,GO:0009414,GO:0009631,GO:0005634,GO:0005886,GO:0005737,GO:0003729,GO:0003697,GO:0008270,GO:0003690
SMED3_DN11007_c0_g1	GO:0006949,GO:0005615,GO:0005576,GO:0005886,GO:0005515
SMED3_DN11024_c0_g2	GO:0007264,GO:0050790,GO:0032099,GO:0000324,GO:0005737,GO:0005793,GO:0005509
SMED3_DN1103_c0_g1	GO:0000463,GO:0031012,GO:0005840,GO:0022625,GO:0003723,GO:0003735
SMED3_DN1104_c0_g2	GO:0009636,GO:0005741,GO:0005737,GO:0005739,GO:0016021,GO:0046872
SMED3_DN1106_c0_g2	GO:0006166,GO:0005737,GO:0000166,GO:0004422,GO:0046872
SMED3_DN11072_c0_g1	GO:0045087,GO:0016020,GO:0016021,GO:0005515
SMED3_DN11076_c0_g1	GO:0071985,GO:0007032,GO:0042176,GO:0032456,GO:0033365,GO:0000281,GO:0005771,GO:0055037,GO:0016323,GO:0008022,GO:0005112
SMED3_DN110776_c0_g1	GO:0006869,GO:0097052,GO:0006103,GO:0009058,GO:0006536,GO:0006533,GO:0005759,GO:0005739,GO:0005886,GO:0016212,GO:0030170,GO:0004069
SMED3_DN1107_c0_g1	GO:0006412,GO:1901195,GO:0006413,GO:0005737,GO:0005524,GO:0003743,GO:0033677,GO:0016887,GO:0003727,GO:0003724
SMED3_DN11081_c0_g1	GO:1903818,GO:0030431,GO:0032222,GO:0005576,GO:0030246
SMED3_DN1108_c0_g2	GO:0007616,GO:0007614,GO:0051016,GO:2000249,GO:0097120,GO:0005856,GO:0005737,GO:0014069,GO:0005886,GO:0051015
SMED3_DN11090_c0_g1	GO:0019427,GO:0005759,GO:0005739,GO:0003987,GO:0016208,GO:0005524
SMED3_DN11122_c0_g2	GO:0061883,GO:0007435,GO:0007637,GO:0001933,GO:0034334,GO:0046718,GO:0040008,GO:0007424,GO:0090148,GO:0072659,GO:0010508,GO:0150008,GO:0050803,GO:0016185,GO:0150007,GO:0007614,GO:0035186,GO:1903475,GO:0048172,GO:0007268,GO:0007427,GO:0030838,GO:0046843,GO:0046667,GO:0007298,GO:0030707,GO:0001661,GO:0030536,GO:0008355,GO:0048499,GO:0036465,GO:0048489,GO:0007291,GO:0001738,GO:0035152,GO:0030198,GO:0005856,GO:0098793,GO:0005874,GO:0005737,GO:0005886,GO:0070864,GO:0045202,GO:0072686,GO:0008017,GO:0005525,GO:0003924,GO:0003779
SMED3_DN11127_c0_g1	GO:0034276,GO:0001558,GO:0097053,GO:0005737,GO:0005739,GO:0004061,GO:0016212,GO:0030170,GO:0047536
SMED3_DN11159_c0_g1	GO:0007165,GO:0032147,GO:0005634,GO:0005737,GO:0030295,GO:0005515,GO:0046872
SMED3_DN11161_c0_g2	GO:0070886,GO:1900244,GO:0007341,GO:0033173,GO:1901386,GO:1901387,GO:1905949,GO:1905665,GO:0006470,GO:0098793,GO:0097226,GO:0036126,GO:0097225,GO:0005739,GO:0005737,GO:0098978,GO:0005955,GO:0099523,GO:0033192,GO:0005516,GO:0017018,GO:0046872
SMED3_DN11167_c0_g1	GO:0006189,GO:0005829,GO:0043727,GO:0004638,GO:0004639,GO:0005524,GO:0042802
SMED3_DN11172_c0_g1	GO:0043406,GO:2001235,GO:0000086,GO:0046330,GO:0005737,GO:0042803
SMED3_DN11179_c0_g1	GO:0006631,GO:0002084,GO:0005634,GO:0005737,GO:0008474,GO:0052689
SMED3_DN11194_c0_g1	GO:0007601,GO:0007202,GO:0016056,GO:0016059,GO:0045879,GO:0005737,GO:0005834,GO:0016028,GO:0046982,GO:0030159
SMED3_DN11198_c0_g1	GO:0008380,GO:0006397,GO:0005730,GO:0005681,GO:0016887,GO:0003729,GO:0003724,GO:0005524
SMED3_DN111_c0_g1	GO:0009845,GO:0046487,GO:0006635,GO:0048317,GO:0009646,GO:0032365,GO:0009744,GO:0005829,GO:0005777,GO:0008289
SMED3_DN112039_c0_g1	GO:0006338,GO:0005634,GO:0005730,GO:0005515
SMED3_DN11204_c0_g1	GO:0046693,GO:0019953,GO:0031638,GO:0045434,GO:0005615,GO:0005576,GO:0004252
SMED3_DN11228_c0_g2	GO:0006412,GO:0007283,GO:2000766,GO:0030154,GO:0051321,GO:0005634,GO:0005737,GO:1990124,GO:0045202,GO:0043005,GO:0003730,GO:0043022,GO:0000900,GO:0008135
SMED3_DN11237_c0_g4	GO:0008154,GO:0030833,GO:0018107,GO:0008039,GO:0031032,GO:0005856,GO:0005737,GO:0030426,GO:0030424,GO:0004674,GO:0004712,GO:0046872,GO:0005524,GO:0005515,GO:0106310
SMED3_DN11237_c1_g1	GO:1905673,GO:0060179,GO:0060999,GO:1905247,GO:0060041,GO:0048488,GO:1903979,GO:0048680,GO:0050679,GO:0050821,GO:0007040,GO:0043525,GO:0002265,GO:0007566,GO:0035988,GO:0001835,GO:0060266,GO:0043524,GO:0007165,GO:0061351,GO:0045766,GO:0106016,GO:0007041,GO:1900426,GO:0051346,GO:1905146,GO:0007042,GO:1902564,GO:0032355,GO:0035641,GO:1903334,GO:0010595,GO:0002282,GO:0005576,GO:0098793,GO:0005770,GO:0005783,GO:0005615,GO:0005794,GO:0005886,GO:0005802,GO:0005765,GO:0005764,GO:0005125,GO:0051087
SMED3_DN11237_c2_g1	GO:1905667,GO:0002091,GO:0005770,GO:0005737,GO:0048471,GO:0005886,GO:0140036
SMED3_DN11262_c0_g1	GO:0051603,GO:0007586,GO:0006955,GO:0005615,GO:0045169,GO:0005764,GO:0004197
SMED3_DN112739_c0_g1	GO:0033366,GO:0005576,GO:0030667,GO:0031410,GO:0030658,GO:0005515
SMED3_DN11276_c0_g1	GO:0045892,GO:0031507,GO:0000398,GO:0071013,GO:0005634,GO:0071011,GO:0005737,GO:0008134,GO:0003714
SMED3_DN11278_c0_g1	GO:0007017,GO:0110165,GO:0030286,GO:0005509
SMED3_DN11290_c0_g1	GO:0048024,GO:0008033,GO:0000494,GO:0005634,GO:0005730,GO:0030532,GO:0005654,GO:0017070,GO:0005515,GO:0000049,GO:0097322
SMED3_DN11299_c1_g1	GO:0006896,GO:0035543,GO:0006895,GO:0032258,GO:0048210,GO:0007035,GO:0000011,GO:0005774,GO:0005829,GO:0031201,GO:0019898,GO:0005773,GO:0005737,GO:0000139,GO:0000149,GO:0051082
SMED3_DN11319_c0_g2	GO:0016571,GO:0006368,GO:0032968,GO:0034402,GO:0016593,GO:0005634,GO:0000993
SMED3_DN11323_c1_g2	GO:0006168,GO:0006166,GO:0044209,GO:0005737,GO:0003999
SMED3_DN1132_c0_g1	GO:0007423,GO:0005783,GO:0005789,GO:0005506,GO:0020037,GO:0016705,GO:0004497
SMED3_DN11337_c0_g1	GO:0023052,GO:0007032,GO:0016310,GO:0046854,GO:0007030,GO:0005773,GO:0032153,GO:0005794,GO:0000329,GO:0005886,GO:0005802,GO:0000139,GO:0005768,GO:0004430,GO:0046872,GO:0005524
SMED3_DN1133_c1_g1	GO:1990044,GO:0006869,GO:0034389,GO:0010898,GO:0006642,GO:0010890,GO:0019915,GO:0005737,GO:0005829,GO:0032994,GO:0005811,GO:0005515
SMED3_DN11349_c0_g1	GO:0006886,GO:0099041,GO:0005794,GO:0005802,GO:0031410,GO:0005515
SMED3_DN11355_c0_g1	GO:0006468,GO:0050793,GO:0006935,GO:0006970,GO:0007165,GO:0030036,GO:0000281,GO:0015629,GO:0005737,GO:0004674,GO:0004712,GO:0005524,GO:0003779,GO:0106310
SMED3_DN11362_c0_g1	GO:1903457,GO:0005759,GO:0005739,GO:0003779,GO:0051990,GO:0071949,GO:0004458
SMED3_DN1137_c0_g1	GO:0008335,GO:0018108,GO:0090136,GO:0007616,GO:0008302,GO:0007435,GO:0045742,GO:0120176,GO:0045087,GO:0002009,GO:0030717,GO:0007424,GO:0007301,GO:0007300,GO:0008064,GO:0048513,GO:0016319,GO:0048167,GO:0030723,GO:0007169,GO:0034332,GO:0030154,GO:0030046,GO:0045743,GO:0045874,GO:0007349,GO:0007293,GO:0036058,GO:0048477,GO:0030708,GO:0007411,GO:0045886,GO:0005829,GO:0031234,GO:0005886,GO:0045172,GO:0004715,GO:0004712,GO:0005102,GO:0005524
SMED3_DN1137_c1_g1	GO:0030435,GO:0007059,GO:0051321,GO:0005576,GO:0005125
SMED3_DN11390_c1_g4	GO:0007165,GO:0034613,GO:0005634,GO:0032991,GO:0005737,GO:0005886,GO:0019897,GO:0020020,GO:0019900,GO:0042393
SMED3_DN11400_c0_g1	GO:0015940,GO:0006597,GO:0005737,GO:0016768
SMED3_DN11404_c0_g2	GO:0006886,GO:0012505,GO:0005886,GO:0005525,GO:0003924
SMED3_DN11404_c1_g1	GO:0006886,GO:0006896,GO:0061192,GO:0006897,GO:0005634,GO:0005829,GO:0005770,GO:0005773,GO:0045335,GO:0000329,GO:0005525,GO:0003924
SMED3_DN11407_c0_g1	GO:0009083,GO:0005759,GO:0005947,GO:0017086,GO:0005739,GO:0003863,GO:0046872
SMED3_DN1140_c2_g1	GO:0001881,GO:0006904,GO:0072659,GO:0017157,GO:1902647,GO:0032456,GO:0032869,GO:0009306,GO:1904951,GO:0005769,GO:0030424,GO:0043025,GO:0031045,GO:0005794,GO:0055038,GO:0005797,GO:0055037,GO:0031902,GO:0008021,GO:0005886,GO:0000139,GO:0031901,GO:0032593,GO:0003925,GO:0071532,GO:0005525,GO:0032794
SMED3_DN11411_c0_g1	GO:0006539,GO:0005739,GO:0047988,GO:0004022,GO:0046872
SMED3_DN11415_c0_g1	GO:0046085,GO:0000255,GO:0046939,GO:0006202,GO:0046055,GO:0006204,GO:0005737,GO:0005829,GO:0050483,GO:0046872,GO:0005524,GO:0106411,GO:0050484,GO:0042802,GO:0050146
SMED3_DN11424_c1_g2	GO:0000481,GO:0045292,GO:0005634,GO:0046540,GO:0005681,GO:0005515
SMED3_DN11437_c0_g1	GO:0007131,GO:0007129,GO:0045132,GO:0051321,GO:0016020,GO:0016021,GO:0005198
SMED3_DN1143_c0_g1	GO:0007218,GO:0005576,GO:0005515
SMED3_DN11443_c0_g1	GO:0010951,GO:0017148,GO:0051402,GO:0071346,GO:0061844,GO:0000226,GO:0050832,GO:0043123,GO:0006096,GO:0006006,GO:0032481,GO:0016241,GO:0045087,GO:0051873,GO:0050821,GO:0035606,GO:0031640,GO:0005634,GO:0005829,GO:0005811,GO:0015630,GO:0048471,GO:0031965,GO:1990904,GO:0005737,GO:0097452,GO:0005886,GO:0070062,GO:0097718,GO:0051287,GO:0035605,GO:0050661,GO:0019828,GO:0004365,GO:0042802,GO:0008017
SMED3_DN11449_c1_g1	GO:0006457,GO:0000413,GO:0005737,GO:0043231,GO:0016018,GO:0003755
SMED3_DN11461_c0_g1	GO:0000266,GO:0016559,GO:0016050,GO:0061024,GO:0051260,GO:0000001,GO:0016236,GO:0015886,GO:0007031,GO:0005741,GO:0005829,GO:0005777,GO:0005874,GO:0005739,GO:0005737,GO:0008017,GO:0005525,GO:0003924,GO:0042802
SMED3_DN11467_c0_g1	GO:0032543,GO:0010467,GO:0005762,GO:0005743,GO:0005739,GO:0005840,GO:0005515,GO:0003735
SMED3_DN11470_c0_g1	GO:0035999,GO:0009396,GO:0005737,GO:0005739,GO:0005524,GO:0030272,GO:0046872
SMED3_DN11475_c0_g3	GO:0016042,GO:0006083,GO:0005737,GO:0016788
SMED3_DN11487_c0_g1	GO:0006511,GO:1902457,GO:0042631,GO:0000209,GO:0005634,GO:0005783,GO:0048471,GO:0016020,GO:0016021,GO:0061631,GO:0005515,GO:0005524
SMED3_DN11498_c0_g1	GO:0030536,GO:0071244,GO:2000294,GO:0014057,GO:0006937,GO:0006518,GO:1903745,GO:0061837,GO:0090326,GO:0014055,GO:0045887,GO:0043204,GO:0098793,GO:0030424,GO:0043025,GO:0031410,GO:0005615,GO:0004181,GO:0008270
SMED3_DN114_c0_g1	GO:0007601,GO:0050908,GO:0007602,GO:0001580,GO:0007188,GO:0005834,GO:0042995,GO:0001750,GO:0005886,GO:0001917,GO:0042622,GO:0031683,GO:0046872,GO:0005525,GO:0008020,GO:0001664,GO:0003924
SMED3_DN114_c0_g2	GO:0007601,GO:0007602,GO:0050908,GO:0046549,GO:0001580,GO:0007188,GO:0005834,GO:0042995,GO:0001750,GO:0001917,GO:0042622,GO:0031683,GO:0046872,GO:0005525,GO:0001664,GO:0003924
SMED3_DN11532_c0_g1	GO:0015031,GO:0005769,GO:0032266,GO:0005515,GO:0046872
SMED3_DN11538_c0_g1	GO:1901800,GO:0043161,GO:0005634,GO:0008540,GO:0005737,GO:0000502,GO:0016887,GO:0005515,GO:0036402,GO:0005524
SMED3_DN11543_c0_g1	GO:0044281,GO:0005739,GO:0047545,GO:0003973
SMED3_DN11551_c0_g2	GO:0040026,GO:0006508,GO:0016020,GO:0016021,GO:0004252
SMED3_DN11560_c0_g2	GO:0006360,GO:0005634,GO:0005736,GO:0003677,GO:0008270,GO:0003899
SMED3_DN11566_c0_g2	GO:0060742,GO:0019216,GO:0060736,GO:0006665,GO:0007193,GO:0005576,GO:0005829,GO:0005615,GO:0005737,GO:0005764,GO:1905573,GO:0097110,GO:0030882,GO:0002020,GO:0005543,GO:1905577,GO:0042803,GO:0001664,GO:1905575,GO:1905574,GO:1905576
SMED3_DN1157_c0_g2	GO:0015979,GO:0009507,GO:0009579,GO:0009535,GO:0005515
SMED3_DN1159_c0_g1	GO:0090129,GO:0051604,GO:0060250,GO:0007155,GO:0006457,GO:0036098,GO:2001046,GO:0005634,GO:0005576,GO:0005783,GO:0005615,GO:0005886,GO:0031594,GO:0051787,GO:0051082,GO:0005178
SMED3_DN1160_c0_g1	GO:0035556,GO:0007049,GO:0051301,GO:0000132,GO:0005938,GO:0005515
SMED3_DN11611_c0_g1	GO:0006388,GO:0072669,GO:0046872
SMED3_DN11626_c0_g1	GO:0019478,GO:0005737,GO:0005777,GO:0003884,GO:0071949
SMED3_DN11627_c4_g1	GO:0035556,GO:0005856,GO:0005929,GO:0097546,GO:0005879,GO:0060170,GO:0035869,GO:0005737,GO:0005886,GO:0005815,GO:0016021,GO:0000978,GO:0005515,GO:0000981,GO:0046872
SMED3_DN11636_c0_g2	GO:0010841,GO:0042059,GO:0015031,GO:0050708,GO:0005783,GO:0005789,GO:0016021,GO:0004252
SMED3_DN11652_c0_g1	GO:0035694,GO:0007005,GO:0006515,GO:0031942,GO:0005743,GO:0005739,GO:0016021,GO:0046872,GO:0005524,GO:0004222,GO:0016887,GO:0004176
SMED3_DN1165_c0_g1	GO:0007015,GO:0005856,GO:0005737,GO:0030479,GO:0051015,GO:0030674
SMED3_DN11663_c0_g1	GO:0006952,GO:0009408,GO:0042026,GO:0005634,GO:0005829,GO:0005783,GO:0005737,GO:0030544,GO:0046872,GO:0005524,GO:0051087,GO:0051082
SMED3_DN11680_c0_g1	GO:0017156,GO:0045444,GO:0005770,GO:0005796,GO:0005783,GO:0005794,GO:0005509
SMED3_DN11687_c0_g1	GO:0036149,GO:0002009,GO:0005783,GO:0012505,GO:0005789,GO:0016021,GO:0016746
SMED3_DN11698_c5_g1	GO:1904380,GO:0050790,GO:0005975,GO:0006487,GO:0006491,GO:0005783,GO:0044322,GO:0017177,GO:0030246,GO:0030234,GO:0033919
SMED3_DN11706_c0_g2	GO:0008380,GO:0006397,GO:0005634,GO:0003723
SMED3_DN1170_c0_g1	GO:0006412,GO:0006414,GO:0005739,GO:0003746
SMED3_DN11764_c0_g3	GO:1904547,GO:0042149,GO:0006468,GO:0001403,GO:0043254,GO:2000222,GO:0045859,GO:0007165,GO:0005634,GO:0031588,GO:0005886,GO:0005737,GO:0019901,GO:0004679
SMED3_DN11769_c0_g1	GO:0000147,GO:0006897,GO:2000601,GO:0005856,GO:0005634,GO:0005829,GO:0035840,GO:0031097,GO:0030479,GO:0003785
SMED3_DN1176_c0_g1	GO:0010951,GO:0005615,GO:0005576,GO:0004867
SMED3_DN117717_c0_g1	GO:0006491,GO:0070880,GO:0005788,GO:0005783,GO:0005739,GO:0017177,GO:0030246,GO:0005515,GO:0033919
SMED3_DN117779_c0_g1	GO:0006355,GO:0019028,GO:0030430,GO:0005198,GO:0046872
SMED3_DN11778_c0_g1	GO:0031034,GO:0030587,GO:1903013,GO:1903610,GO:0031038,GO:0000281,GO:0005737,GO:0042641,GO:0016460,GO:0032036,GO:0140660,GO:0005509
SMED3_DN117797_c0_g1	GO:0006886,GO:0006888,GO:0007030,GO:0005783,GO:0005789,GO:0016021,GO:0005515
SMED3_DN117866_c0_g1	GO:1902600,GO:0030007,GO:0014070,GO:0006883,GO:0036376,GO:0006885,GO:0010038,GO:0010248,GO:1990573,GO:0005829,GO:0016323,GO:0015629,GO:0005886,GO:0016324,GO:0016021,GO:0005524,GO:0046872,GO:0005515,GO:0016887,GO:0005391,GO:0008900
SMED3_DN117940_c0_g1	GO:0006807,GO:0005737,GO:0016020,GO:0004356,GO:0005524
SMED3_DN117943_c0_g1	GO:0006913,GO:0005634,GO:0005654,GO:0005783,GO:0048471,GO:0005737,GO:0042393
SMED3_DN117950_c0_g1	GO:0090305,GO:0006284,GO:0005634,GO:0005515
SMED3_DN117957_c0_g1	GO:1902600,GO:0042776,GO:0005753,GO:0000276,GO:0005739,GO:0005743,GO:0000274,GO:0046933,GO:0005515
SMED3_DN117963_c0_g1	GO:0008380,GO:0000387,GO:0006397,GO:0005634,GO:0005829,GO:0005682,GO:0034719,GO:0000243,GO:0005685,GO:0071013,GO:0071011,GO:0005686,GO:0043186,GO:0005737,GO:0034715,GO:0005687,GO:0097526,GO:0005689,GO:0003723
SMED3_DN117977_c0_g1	GO:0046693,GO:0019953,GO:0031638,GO:0045434,GO:0005615,GO:0005576,GO:0004252
SMED3_DN11797_c0_g3	GO:0002181,GO:0022627,GO:0032040,GO:0005829,GO:0005840,GO:0005515,GO:0003735,GO:0003723
SMED3_DN118056_c0_g1	GO:0048240,GO:0044782,GO:0061512,GO:0030317,GO:0001932,GO:0097598,GO:0005737,GO:0031514,GO:0097228,GO:0042802
SMED3_DN118122_c0_g1	GO:0006935,GO:0005615,GO:0016020,GO:0005576,GO:0016021,GO:0099106,GO:0090729
SMED3_DN118194_c0_g1	GO:0006412,GO:0006417,GO:0002183,GO:0016282,GO:0005829,GO:0003743,GO:0043024,GO:0003723
SMED3_DN1181_c0_g1	GO:0006979,GO:0006972,GO:0010628,GO:0008380,GO:0008340,GO:0006397,GO:0005634,GO:0005654,GO:0005737,GO:0003727,GO:0005515
SMED3_DN118218_c0_g1	GO:0038155,GO:0071456,GO:0046598,GO:0018401,GO:0034976,GO:0035722,GO:0098761,GO:1900026,GO:0034975,GO:1902175,GO:0005783,GO:0005788,GO:0005886,GO:0042470,GO:0003756,GO:0046982
SMED3_DN118263_c0_g1	GO:0006487,GO:0005783,GO:0005789,GO:0016021,GO:0004581
SMED3_DN118366_c0_g1	GO:0032259,GO:0045335,GO:0042409,GO:0046872
SMED3_DN118368_c0_g1	GO:0000245,GO:0000398,GO:0005634,GO:0071014,GO:0071013,GO:0071011,GO:0005686,GO:0005737,GO:0071004,GO:0005515,GO:0003723
SMED3_DN118419_c0_g1	GO:0009792,GO:0055014,GO:0030016,GO:0016459,GO:0032982,GO:0005737,GO:0003779,GO:0005524
SMED3_DN118436_c0_g1	GO:0002181,GO:0005737,GO:0005840,GO:0022625,GO:0019843,GO:0003735
SMED3_DN1184_c0_g2	GO:0006099,GO:0006108,GO:0005829,GO:0048046,GO:0005739,GO:0005737,GO:0005759,GO:0030060
SMED3_DN11857_c0_g1	GO:0006468,GO:0050793,GO:0006935,GO:0006970,GO:0007165,GO:0030036,GO:0000281,GO:0015629,GO:0005737,GO:0004674,GO:0004712,GO:0005524,GO:0003779,GO:0106310
SMED3_DN11867_c2_g1	GO:0016310,GO:0032958,GO:0046854,GO:0005634,GO:0005829,GO:0005737,GO:0005524,GO:0035004,GO:0008440,GO:0000824,GO:0000823
SMED3_DN118684_c0_g1	GO:0006476,GO:0006471,GO:0005759,GO:0005739,GO:0016740,GO:0008270,GO:0034979,GO:0070403
SMED3_DN118688_c0_g1	GO:0045292,GO:0005634,GO:0071014,GO:0005829,GO:0005686,GO:0071004,GO:0030620
SMED3_DN1186_c0_g4	GO:0007010,GO:0007017,GO:0005856,GO:0005737,GO:0005874,GO:0005200,GO:0005525
SMED3_DN118716_c0_g1	GO:2000637,GO:0051865,GO:0000209,GO:0005634,GO:0055120,GO:0005783,GO:0005925,GO:0005886,GO:0061630,GO:0005515,GO:0008270
SMED3_DN11871_c0_g3	GO:0051898,GO:1902527,GO:0006915,GO:0010595,GO:0045766,GO:0051592,GO:0030948,GO:0048208,GO:0032007,GO:0006888,GO:0001938,GO:0006886,GO:0006919,GO:0014032,GO:0036324,GO:0014029,GO:0034605,GO:0001525,GO:0005634,GO:0005829,GO:0031463,GO:0005654,GO:0070971,GO:0012507,GO:0005783,GO:0005737,GO:0005789,GO:0005768,GO:0030127,GO:0005509,GO:0000287,GO:0042803,GO:0043495,GO:1990756,GO:0048306
SMED3_DN118790_c0_g1	GO:0048599,GO:0006886,GO:0006891,GO:0006890,GO:0009792,GO:0031410,GO:0005794,GO:0005737,GO:0000139,GO:0030126,GO:0030663,GO:0035615
SMED3_DN1187_c0_g1	GO:0006359,GO:0018105,GO:0006356,GO:0018107,GO:0006974,GO:0051726,GO:0005634,GO:0005829,GO:0005956,GO:0004674,GO:0106310,GO:0004712,GO:0005524
SMED3_DN118850_c0_g1	GO:0045292,GO:0005634,GO:0071014,GO:0000974,GO:0071013,GO:0071004,GO:0003723
SMED3_DN11891_c1_g1	GO:0034314,GO:0016331,GO:0010631,GO:0007369,GO:0005856,GO:0005737,GO:0005885,GO:0051015,GO:0005524
SMED3_DN118946_c0_g1	GO:0010498,GO:0006511,GO:0005634,GO:0005829,GO:0000502,GO:0005737,GO:0019773,GO:0005839,GO:0008233,GO:0005515
SMED3_DN118973_c0_g1	GO:0006886,GO:0006888,GO:0007030,GO:0005783,GO:0005793,GO:0005794,GO:0005737,GO:0030134,GO:0005789,GO:0016021,GO:0038024
SMED3_DN1189_c0_g1	GO:0007283,GO:0044458,GO:0030154,GO:0097224,GO:0005576,GO:0031514,GO:0032027
SMED3_DN118_c0_g1	GO:0005995,GO:0016139,GO:0046477,GO:0005737,GO:0005576,GO:0005783,GO:0005788,GO:0052692
SMED3_DN118_c0_g2	GO:0005995,GO:0016139,GO:0046477,GO:0005737,GO:0005576,GO:0005783,GO:0005788,GO:0052692
SMED3_DN11900_c0_g1	GO:0015031,GO:0006897,GO:0030125,GO:0005905,GO:0005515
SMED3_DN119015_c0_g1	GO:0042254,GO:0042273,GO:0005840,GO:0001671,GO:0051117
SMED3_DN119042_c0_g1	GO:0002181,GO:0005634,GO:0005829,GO:0022627,GO:0005840,GO:0010494,GO:0003735
SMED3_DN119135_c0_g1	GO:0006412,GO:0005739,GO:0005840,GO:0005763,GO:0003735
SMED3_DN119145_c0_g1	GO:0039553,GO:0030683,GO:0005794,GO:0005737,GO:0005783,GO:0005515
SMED3_DN11926_c0_g1	GO:0022900,GO:0005829,GO:0016491
SMED3_DN11928_c0_g1	GO:0007080,GO:0051301,GO:0006457,GO:0007052,GO:0007049,GO:0005856,GO:0005874,GO:0030496,GO:0005737,GO:0072686,GO:0051082
